start_time	end_time	Carton	Instructions	Phone	ReservoirUnit	YpsoPod
17.188	17.318	559.4	115.0	246.0	622.4	1600.0
17.34	17.57	459.9	126.8	228.0	539.1	1600.0
17.585	17.685	513.8	1600.0	238.0	585.6	1600.0
17.728	17.938	593.7	0.0	267.0	665.5	1600.0
18.026	18.136	674.1	0.0	249.0	710.4	1600.0
18.296	18.406	700.2	0.0	294.6	753.4	1600.0
18.445	18.605	684.9	0.0	311.2	1050.4	1600.0
18.709	18.829	568.3	0.0	224.0	626.2	1600.0
18.879	18.979	568.7	0.0	194.2	972.3	1600.0
19.159	19.259	658.1	0.0	200.9	687.6	1600.0
19.278	19.378	709.7	0.0	235.5	740.8	1600.0
19.396	19.506	729.5	0.0	223.5	738.5	1600.0
19.679	20.229	643.8	0.0	244.4	721.4	1600.0
20.354	20.754	588.2	0.0	264.0	673.2	1600.0
20.776	20.926	490.5	0.0	272.5	598.3	1600.0
20.946	21.216	454.3	0.0	247.2	564.0	1600.0
21.238	21.418	546.3	0.0	280.0	940.9	1600.0
21.484	21.584	472.5	0.0	237.7	882.3	1600.0
21.603	21.863	456.2	0.0	224.2	1600.0	1600.0
21.897	22.137	655.5	0.0	256.4	711.2	1600.0
22.197	22.287	684.2	0.0	274.5	752.6	1600.0
22.326	22.716	606.6	0.0	247.4	681.8	1600.0
22.745	22.945	493.4	0.0	229.0	578.4	1600.0
22.955	23.145	455.9	0.0	236.1	869.1	1600.0
23.177	23.467	656.9	0.0	224.5	699.5	1600.0
23.526	23.686	511.8	0.0	182.0	574.2	1600.0
23.695	23.895	583.0	0.0	158.0	601.6	1600.0
24.216	24.476	748.2	371.7	0.0	527.0	1600.0
24.496	24.736	749.0	334.1	0.0	550.2	1600.0
24.774	24.844	726.7	336.0	0.0	515.1	1600.0
24.911	25.121	686.5	332.0	0.0	466.0	1600.0
25.175	25.375	681.4	322.4	0.0	485.3	1600.0
25.465	25.775	711.1	336.1	0.0	509.0	1600.0
25.785	26.045	675.6	341.1	0.0	1600.0	1600.0
26.395	26.505	646.4	336.0	0.0	445.0	1600.0
26.544	26.624	702.6	315.5	0.0	522.5	1600.0
26.66	26.87	742.3	377.1	0.0	533.0	1600.0
26.891	27.241	674.8	361.7	0.0	450.4	1600.0
27.261	27.351	663.8	343.6	0.0	444.0	1600.0
27.372	27.882	677.8	342.3	0.0	459.0	1600.0
28.109	28.219	695.9	352.9	0.0	486.0	1600.0
28.27	28.56	793.5	458.6	0.0	546.4	1600.0
28.67	29.06	706.2	356.8	0.0	489.3	1600.0
29.09	29.3	609.1	235.1	0.0	452.6	1600.0
29.36	29.56	631.5	229.0	0.0	482.5	1600.0
29.653	29.913	717.4	366.4	0.0	496.2	1600.0
29.932	30.042	865.6	475.2	0.0	611.5	1600.0
30.059	30.459	822.4	455.3	0.0	569.0	1600.0
30.482	30.562	864.9	500.0	0.0	574.7	1600.0
30.578	30.838	833.6	462.1	0.0	569.0	1600.0
30.859	30.989	808.0	438.8	0.0	551.0	1600.0
31.062	31.162	825.0	455.8	0.0	553.0	1600.0
31.178	31.768	806.7	435.0	0.0	1600.0	1600.0
31.83	32.07	806.9	436.4	0.0	559.8	1600.0
32.092	32.612	791.3	429.8	0.0	542.8	1600.0
32.661	33.021	620.0	345.0	0.0	396.1	1600.0
33.041	33.111	645.4	352.1	0.0	423.3	1600.0
33.13	33.34	678.6	384.0	0.0	439.0	1600.0
33.35	33.57	724.0	367.9	0.0	509.7	1600.0
33.59	33.79	794.1	455.0	0.0	538.4	1600.0
33.807	34.017	711.3	353.0	0.0	498.0	1600.0
34.08	34.4	769.3	365.3	0.0	564.0	1600.0
34.44	34.69	705.6	371.0	0.0	483.8	1600.0
34.71	35.36	663.7	300.1	0.0	480.7	1600.0
35.395	35.635	633.2	232.1	0.0	498.5	1600.0
35.66	35.98	614.9	244.0	0.0	469.5	1600.0
35.997	36.077	587.8	207.0	0.0	474.9	1600.0
36.159	36.259	732.5	0.0	364.0	831.8	1600.0
36.395	36.845	706.8	0.0	253.8	750.4	1600.0
36.928	37.158	739.9	0.0	244.9	769.5	1600.0
37.178	37.398	672.0	0.0	193.7	690.0	1600.0
37.445	37.525	690.2	268.0	0.0	543.3	1600.0
37.598	38.268	621.6	232.0	0.0	491.3	1600.0
38.303	38.383	654.1	0.0	165.3	671.8	1600.0
38.406	38.656	627.6	0.0	172.3	1600.0	1600.0
38.696	38.806	554.1	0.0	160.0	580.9	1600.0
38.898	39.028	602.0	238.3	0.0	459.2	1600.0
39.108	39.308	587.1	222.0	0.0	455.6	1600.0
39.387	39.667	590.3	239.0	0.0	443.9	1600.0
39.676	39.906	586.6	164.0	0.0	497.7	1600.0
40.043	40.233	659.1	0.0	215.7	693.1	1600.0
40.244	40.564	724.3	0.0	234.6	749.1	1600.0
40.614	40.744	625.1	0.0	169.0	647.5	1600.0
40.764	41.004	652.0	0.0	179.8	671.3	1600.0
41.022	41.292	538.2	0.0	144.0	562.6	1600.0
41.443	41.553	582.0	0.0	156.1	605.7	1600.0
41.565	41.785	530.4	0.0	140.1	554.1	1600.0
41.796	41.956	572.1	0.0	148.0	589.1	1600.0
41.973	42.493	502.0	0.0	139.3	537.9	1600.0
42.533	42.843	698.0	0.0	198.1	697.7	1600.0
43.063	43.233	555.5	0.0	207.0	611.3	1600.0
43.375	43.525	708.0	0.0	234.5	734.0	1600.0
43.555	43.665	633.3	0.0	142.7	632.4	1600.0
43.723	43.953	722.0	338.4	0.0	529.0	1600.0
43.972	44.132	713.5	291.7	0.0	546.0	1600.0
44.14	44.3	664.2	307.2	0.0	469.3	1600.0
44.422	44.622	784.0	440.7	0.0	539.9	1600.0
44.662	44.942	754.3	421.1	0.0	521.8	1600.0
44.993	45.343	606.1	179.9	0.0	501.3	1600.0
45.364	45.844	626.4	214.0	0.0	498.0	1600.0
45.919	46.039	602.4	170.1	0.0	503.8	1600.0
46.064	46.374	586.4	158.0	0.0	487.9	1600.0
46.393	46.553	585.7	169.2	0.0	480.5	1600.0
46.593	47.293	603.2	190.0	0.0	489.9	1600.0
47.33	47.69	602.0	190.0	0.0	483.1	1600.0
48.078	48.238	621.5	213.0	0.0	504.9	1600.0
48.262	48.422	596.2	205.0	0.0	485.6	1600.0
48.442	48.512	602.6	216.0	0.0	479.9	1600.0
48.531	48.821	615.4	229.1	0.0	487.2	1600.0
48.838	48.948	647.7	237.0	0.0	508.2	1600.0
49.008	49.158	686.1	277.0	0.0	535.9	1600.0
49.262	49.392	632.3	286.0	0.0	462.3	1600.0
49.512	49.642	691.9	284.0	0.0	528.8	1600.0
49.728	49.938	648.6	275.0	0.0	487.4	1600.0
49.98	50.17	610.7	281.0	0.0	444.1	1600.0
50.201	50.571	701.3	295.2	0.0	545.3	1600.0
50.58	50.92	666.9	296.1	0.0	491.2	1600.0
51.04	51.86	670.8	301.4	0.0	501.1	1600.0
51.88	51.97	705.7	299.5	0.0	543.9	1600.0
52.006	52.226	695.6	313.6	0.0	524.1	1600.0
52.315	52.515	733.5	327.9	0.0	565.0	1600.0
52.557	52.907	701.4	319.6	0.0	536.2	1600.0
52.978	53.128	662.4	308.4	0.0	494.6	1600.0
53.17	53.38	641.4	313.2	0.0	466.1	1600.0
53.446	53.596	622.8	318.7	0.0	438.0	1600.0
53.764	53.844	732.2	168.7	82.8	645.8	1600.0
54.016	54.206	702.4	322.1	0.0	523.0	1600.0
54.249	54.769	667.8	324.2	0.0	490.0	1600.0
55.075	55.265	735.9	367.2	0.0	544.6	1600.0
55.324	55.394	715.3	343.7	0.0	525.4	1600.0
55.477	55.677	710.7	408.0	0.0	482.7	1600.0
55.776	56.096	749.4	428.3	0.0	529.2	1600.0
56.184	56.414	631.7	292.2	0.0	474.3	1600.0
56.444	56.574	541.4	137.1	0.0	469.0	1600.0
56.597	56.807	547.5	131.0	0.0	475.0	1600.0
56.845	57.055	552.2	135.0	0.0	486.1	1600.0
57.087	57.297	660.4	329.9	0.0	481.1	1600.0
57.313	57.383	658.6	414.8	0.0	421.0	1600.0
57.566	57.656	593.1	275.0	0.0	455.1	1600.0
60.633	60.733	768.4	392.0	0.0	537.5	1600.0
60.815	60.905	710.4	281.0	0.0	538.1	1600.0
60.971	61.101	614.9	170.8	0.0	509.5	1600.0
61.122	61.442	606.8	179.3	0.0	503.3	1600.0
61.48	61.8	753.3	387.0	0.0	541.6	1600.0
61.82	62.62	766.0	400.0	0.0	541.4	1600.0
62.64	63.34	700.2	317.2	0.0	526.6	1600.0
63.363	63.483	693.4	314.1	0.0	527.2	1600.0
63.524	64.044	611.0	185.0	0.0	518.3	1600.0
64.063	64.213	620.8	185.2	0.0	508.9	1600.0
64.23	64.44	600.7	172.0	0.0	495.4	1600.0
64.48	64.97	545.1	181.1	0.0	438.2	1600.0
65.01	65.08	505.2	198.0	0.0	409.7	1600.0
65.14	65.51	538.9	168.1	0.0	447.7	1600.0
65.708	65.878	87.4	531.6	700.1	275.8	1600.0
66.01	66.32	1600.0	381.5	595.6	385.3	1600.0
66.339	66.409	857.6	397.7	588.4	425.9	1600.0
66.432	66.632	1600.0	382.1	597.8	472.4	1600.0
66.927	67.067	1600.0	482.0	592.2	491.5	1600.0
67.077	67.167	0.0	407.1	513.7	289.0	1600.0
67.311	67.491	694.2	331.3	0.0	485.8	1600.0
67.509	67.619	685.7	295.0	0.0	494.0	1600.0
67.638	67.888	583.3	218.0	0.0	423.2	1600.0
67.961	68.171	546.9	193.0	0.0	406.0	1600.0
68.361	68.431	289.1	464.6	424.8	0.0	1600.0
68.487	68.637	680.2	303.0	0.0	478.2	1600.0
68.658	68.878	731.7	356.0	0.0	509.9	1600.0
68.958	69.358	749.6	389.0	0.0	504.7	1600.0
69.457	69.577	570.2	182.0	0.0	439.0	1600.0
69.6	69.83	530.9	151.0	0.0	425.0	1600.0
69.896	70.006	550.1	139.9	0.0	452.4	1600.0
70.025	70.135	553.6	137.1	0.0	457.7	1600.0
70.176	70.436	646.6	259.0	0.0	478.1	1600.0
70.455	70.755	636.5	261.0	0.0	467.6	1600.0
70.779	70.909	593.1	240.4	0.0	430.5	1600.0
70.926	71.156	568.0	168.0	0.0	453.5	1600.0
71.177	71.807	576.8	171.2	0.0	441.7	1600.0
71.826	72.016	551.8	188.3	0.0	403.4	1600.0
72.139	72.429	531.8	175.0	0.0	389.9	1600.0
72.443	72.743	591.8	174.0	0.0	459.7	1600.0
72.807	73.017	577.0	174.4	0.0	441.5	1600.0
73.054	73.334	538.3	157.0	0.0	416.8	858.3
73.356	73.436	559.7	152.6	0.0	438.9	1600.0
73.454	73.704	543.2	208.0	0.0	378.7	1600.0
73.748	73.988	640.3	237.8	0.0	1600.0	1600.0
74.048	74.138	598.1	233.5	0.0	1600.0	1600.0
74.156	74.266	624.5	259.6	0.0	1600.0	1600.0
74.326	74.576	642.4	261.8	0.0	1600.0	1600.0
74.613	74.873	559.5	185.6	0.0	493.1	1600.0
75.176	75.266	632.0	287.1	0.0	503.6	1600.0
75.322	75.542	605.1	282.5	0.0	468.7	1600.0
75.562	75.942	666.8	277.4	0.0	539.9	1600.0
76.023	76.573	528.8	168.2	0.0	505.6	1600.0
76.615	76.805	571.2	205.0	0.0	528.6	1600.0
77.446	77.646	630.6	281.8	0.0	511.0	1600.0
77.723	78.243	646.7	276.4	0.0	531.0	1600.0
78.322	78.482	203.0	778.2	782.7	244.5	1600.0
78.562	78.652	217.9	568.2	547.0	1600.0	1600.0
78.712	78.822	214.7	497.9	479.8	1600.0	0.0
79.011	79.221	219.4	493.3	495.0	1600.0	0.0
79.261	79.641	166.0	478.1	495.6	1600.0	0.0
79.704	80.204	241.3	522.5	508.0	1600.0	0.0
80.221	80.441	151.3	470.2	489.9	1600.0	22.8
80.479	81.518	158.1	477.8	495.0	1600.0	28.0
82.043	82.273	280.1	497.8	469.0	1600.0	0.0
82.293	82.443	280.4	430.3	390.3	1600.0	0.0
82.498	82.948	586.0	155.0	0.0	1600.0	460.1
82.991	83.061	550.6	201.9	0.0	1158.0	375.7
83.078	83.288	683.5	312.1	0.0	1600.0	455.1
83.382	83.552	786.1	422.5	0.0	1600.0	493.2
83.662	83.982	740.5	370.1	0.0	1600.0	1600.0
84.009	84.209	553.7	206.2	0.0	1600.0	1600.0
84.23	84.36	520.2	178.1	0.0	1600.0	1600.0
84.382	84.842	542.6	204.0	0.0	1600.0	394.6
84.939	85.619	525.5	184.0	0.0	1600.0	396.2
85.641	85.881	517.0	184.0	0.0	1600.0	1600.0
85.901	86.331	563.4	183.3	0.0	1600.0	1600.0
86.426	86.636	512.7	190.2	0.0	1600.0	388.6
86.706	86.986	498.2	188.1	0.0	1600.0	373.9
87.0	87.74	537.6	196.6	0.0	1600.0	401.3
87.768	88.038	677.0	388.0	0.0	1600.0	1600.0
88.096	88.416	729.1	421.3	0.0	1600.0	1600.0
88.476	88.696	504.4	146.8	0.0	1600.0	1600.0
88.755	88.965	481.8	165.1	0.0	1600.0	1600.0
89.024	89.284	594.8	246.7	0.0	1600.0	416.2
89.479	90.428	627.1	266.8	0.0	1600.0	443.5
90.443	90.723	638.2	270.8	0.0	1600.0	1600.0
90.748	90.858	603.0	243.4	0.0	1600.0	439.2
90.874	90.984	606.0	249.0	0.0	1600.0	1600.0
91.037	91.217	547.4	218.1	0.0	1600.0	420.0
91.233	91.403	483.5	138.5	0.0	1600.0	399.2
91.423	91.573	488.0	141.2	0.0	953.6	413.7
91.597	91.947	549.7	144.6	0.0	1012.1	464.2
91.966	92.336	508.1	138.2	0.0	984.8	424.8
92.414	92.524	442.1	109.7	0.0	925.0	1600.0
92.695	92.905	378.6	124.0	0.0	892.5	1600.0
92.945	93.185	345.3	129.4	0.0	1600.0	259.4
93.223	93.353	316.2	207.3	0.0	1600.0	168.3
93.376	93.646	314.6	197.4	0.0	1600.0	169.3
93.916	94.126	259.0	379.6	0.0	1600.0	116.2
94.161	94.291	226.0	417.9	0.0	1600.0	1600.0
94.592	94.842	304.7	407.3	0.0	1600.0	1600.0
94.866	95.056	306.4	399.7	0.0	1600.0	1600.0
95.074	95.993	378.8	300.0	0.0	1600.0	1600.0
96.013	96.263	369.1	245.0	48.0	1600.0	1600.0
96.531	96.801	654.2	0.0	1600.0	1600.0	1600.0
96.81	96.98	529.7	0.0	1600.0	1600.0	1600.0
97.0	97.21	462.3	0.0	498.4	1600.0	1600.0
97.233	97.373	479.3	0.0	502.7	1600.0	1600.0
97.39	97.49	276.1	77.1	1600.0	1600.0	1600.0
97.852	98.022	335.0	453.3	0.0	1600.0	1600.0
98.044	98.134	332.0	415.2	0.0	1600.0	1600.0
98.159	98.289	334.5	558.4	35.8	1600.0	1600.0
98.379	98.559	335.9	535.2	52.0	1600.0	1600.0
98.61	98.71	360.9	577.8	130.1	1600.0	19.0
98.733	98.843	338.9	554.7	102.0	1600.0	0.0
99.033	99.223	284.0	493.7	0.0	1600.0	1600.0
99.279	99.509	287.9	488.5	12.0	1600.0	13.3
99.521	99.831	313.4	523.9	0.0	1600.0	1600.0
99.881	100.211	288.2	391.0	0.0	1600.0	1600.0
100.29	100.81	305.2	403.0	0.0	1600.0	1600.0
100.828	102.137	289.0	414.8	0.0	1600.0	1600.0
102.227	102.397	279.3	409.0	0.0	1600.0	1600.0
102.611	102.811	315.9	283.7	0.0	1600.0	1600.0
102.868	103.438	262.4	514.6	0.0	1600.0	1600.0
103.458	103.858	244.0	499.8	0.0	1600.0	1600.0
103.869	104.159	291.8	507.0	0.0	1600.0	1600.0
104.178	104.508	291.3	489.4	0.0	1600.0	1600.0
104.756	105.006	291.5	505.0	221.0	1600.0	0.0
105.045	105.984	268.1	482.3	179.0	1600.0	0.0
106.029	106.269	291.1	511.6	219.0	1600.0	0.0
106.275	106.455	265.8	447.8	147.0	1600.0	0.0
106.476	107.056	285.6	514.5	190.0	1600.0	0.0
107.106	107.266	249.6	179.7	30.0	1600.0	1600.0
107.325	107.415	383.0	234.1	44.9	1600.0	1600.0
107.597	107.727	1231.4	360.1	0.0	1600.0	1600.0
107.748	107.878	332.8	359.6	0.0	1600.0	163.4
107.896	108.526	332.1	373.0	0.0	1600.0	123.2
108.568	108.848	329.2	327.5	0.0	1600.0	1600.0
108.867	109.207	329.4	334.5	0.0	943.9	1600.0
109.247	109.427	393.9	459.7	80.2	942.7	1600.0
109.447	109.557	312.7	411.3	11.0	887.4	1600.0
109.763	109.953	271.4	241.5	0.0	880.3	1600.0
110.016	110.336	244.9	359.5	0.0	843.3	1600.0
110.375	110.495	280.3	379.4	0.0	868.8	1600.0
110.512	110.922	269.2	407.3	0.0	1600.0	1600.0
110.964	111.224	295.7	501.5	0.0	1600.0	1600.0
111.312	111.702	289.4	369.3	0.0	1600.0	1600.0
111.724	111.854	274.9	326.3	47.5	1600.0	1600.0
111.916	112.156	211.6	490.1	0.0	1600.0	1600.0
112.176	112.296	225.8	495.8	0.0	1600.0	1600.0
112.313	112.423	254.1	513.6	0.0	1600.0	1600.0
112.573	112.973	293.9	403.8	87.8	1600.0	0.0
113.015	113.555	280.7	388.5	88.1	1600.0	0.0
113.694	113.924	717.4	1600.0	65.0	239.0	415.8
113.994	114.074	611.3	1600.0	0.0	1600.0	309.6
114.11	114.24	613.5	1600.0	0.0	1600.0	316.7
114.29	114.37	600.8	1600.0	0.0	1600.0	281.4
114.394	114.824	589.9	1600.0	0.0	1600.0	278.0
114.859	115.209	595.1	1600.0	0.0	1600.0	289.5
115.263	115.473	490.2	691.6	0.0	1600.0	201.6
115.49	115.56	458.2	674.3	0.0	1600.0	178.9
115.629	115.809	417.1	658.8	0.0	1600.0	170.8
115.859	116.149	275.4	326.0	0.0	1600.0	1600.0
116.343	116.513	267.2	267.4	0.0	888.8	1600.0
116.593	116.713	212.6	262.1	20.6	813.8	1600.0
116.728	116.808	303.0	340.5	0.0	904.8	1600.0
117.333	117.453	268.6	333.3	0.0	1600.0	1600.0
117.46	118.24	284.5	344.7	0.0	1600.0	1600.0
118.262	118.542	259.3	496.5	0.0	1600.0	1600.0
118.549	118.709	265.2	565.9	0.0	1600.0	1600.0
118.759	118.989	272.4	448.0	0.0	1600.0	1600.0
119.057	119.287	270.6	606.0	0.0	1600.0	1600.0
119.361	119.681	285.6	560.0	0.0	1600.0	1600.0
119.701	119.921	288.1	559.9	4.5	1600.0	1600.0
119.96	120.19	278.4	497.2	0.0	1600.0	1600.0
120.227	120.547	266.6	404.5	0.0	852.1	1600.0
120.586	120.706	268.5	356.2	0.0	880.1	1600.0
120.798	120.868	561.3	0.0	283.6	1117.4	1600.0
120.95	121.18	289.9	269.8	0.0	917.3	1600.0
121.199	121.309	296.6	300.2	0.0	919.9	1600.0
121.33	121.97	283.0	314.5	0.0	902.0	1600.0
122.005	122.605	263.3	375.0	0.0	848.2	1600.0
122.629	122.729	255.8	420.0	0.0	816.4	1600.0
122.747	123.077	258.9	534.4	0.0	1600.0	1600.0
123.119	123.389	272.9	328.3	18.7	1600.0	1600.0
123.398	123.578	248.7	371.2	0.0	1600.0	1600.0
123.605	123.755	255.0	551.4	0.0	1600.0	1600.0
124.009	124.229	305.5	712.9	15.0	1600.0	1600.0
124.249	124.489	322.7	668.3	64.6	1600.0	1600.0
124.548	124.668	403.0	627.0	3.0	1600.0	1600.0
124.686	124.776	556.8	714.7	0.0	1216.0	349.4
124.795	124.955	576.3	710.9	0.0	1600.0	345.9
124.964	125.034	598.0	748.9	0.0	1600.0	373.6
125.046	125.176	591.3	697.2	0.0	1600.0	314.9
125.238	125.588	443.0	539.2	0.0	1055.8	1600.0
125.623	125.803	439.5	546.2	0.0	1600.0	1600.0
125.927	126.017	739.6	0.0	699.4	1600.0	1600.0
126.035	126.285	761.8	7.0	712.0	1600.0	1600.0
126.324	126.444	526.9	0.0	467.5	1600.0	1600.0
126.493	126.683	537.0	0.0	454.4	1600.0	1600.0
126.707	126.817	460.6	0.0	369.1	1600.0	392.0
126.912	127.072	623.0	0.0	526.0	1600.0	1600.0
127.202	127.352	532.2	0.0	432.2	1600.0	1600.0
127.425	127.665	302.4	420.1	0.0	1600.0	126.5
127.686	127.876	383.9	492.7	0.0	1600.0	165.5
127.897	128.157	385.2	478.3	0.0	1600.0	1600.0
128.486	128.556	295.3	401.7	0.0	1600.0	1600.0
128.753	128.973	303.4	462.6	0.0	1600.0	1600.0
129.016	129.536	289.5	393.1	0.0	1600.0	1600.0
129.576	129.686	299.3	414.5	0.0	1600.0	1600.0
129.722	129.852	295.1	391.6	0.0	1600.0	1600.0
129.923	130.253	294.7	455.3	6.0	1600.0	1600.0
130.271	130.821	238.5	384.2	2.0	1600.0	1600.0
130.835	130.925	295.2	431.6	42.0	1600.0	1600.0
130.992	131.392	296.4	397.8	51.4	1600.0	1600.0
131.415	131.845	286.6	384.7	102.0	1600.0	0.0
131.894	132.194	553.8	181.0	0.0	1600.0	1600.0
132.294	132.384	667.4	200.6	95.9	1600.0	178.7
132.53	132.62	611.6	224.9	137.6	1600.0	434.5
132.654	132.814	458.5	262.0	18.4	1600.0	271.7
132.91	133.17	464.1	357.0	0.0	1600.0	212.4
133.194	133.444	418.9	363.4	0.0	1600.0	1600.0
133.463	134.003	397.2	346.0	0.0	1600.0	138.1
134.04	134.49	461.2	411.3	0.0	1600.0	1600.0
134.522	134.822	299.8	253.9	0.0	1600.0	1600.0
134.859	135.379	410.6	337.7	0.0	1600.0	1600.0
135.478	135.588	531.5	479.4	0.0	1600.0	1600.0
135.689	135.839	557.7	468.8	0.0	1600.0	1600.0
135.96	136.07	500.4	461.2	0.0	1600.0	187.0
136.211	137.33	401.9	354.5	0.0	1600.0	1600.0
137.406	138.715	413.5	358.2	0.0	1600.0	1600.0
138.748	139.018	261.3	375.3	39.0	1600.0	1600.0
139.057	139.167	384.0	355.6	0.0	1600.0	1600.0
139.21	139.39	398.6	361.1	0.0	1600.0	1600.0
139.41	140.18	397.4	352.7	0.0	976.2	1600.0
140.326	140.436	337.5	391.6	95.4	895.1	1600.0
140.478	140.878	305.9	395.1	102.6	858.3	1600.0
140.898	141.148	294.3	410.5	118.5	841.6	1600.0
141.208	141.458	284.1	418.9	119.5	823.1	1600.0
141.617	141.727	326.0	248.9	0.0	906.1	1600.0
142.596	142.976	300.7	337.3	0.0	859.4	1600.0
142.996	143.256	280.0	319.5	26.0	838.8	1600.0
143.278	143.578	263.8	339.1	30.9	816.8	1600.0
143.827	145.756	251.0	366.6	115.4	1600.0	1.4
145.776	146.246	242.9	357.1	45.6	802.6	1600.0
146.442	146.522	553.4	0.0	451.8	1028.1	1600.0
146.546	146.976	658.2	0.0	430.5	1139.7	1600.0
147.126	147.476	408.9	0.0	202.1	921.9	1600.0
147.491	147.841	534.5	0.0	322.1	1034.5	1600.0
147.903	148.143	277.2	267.4	0.0	868.7	1600.0
148.163	148.263	267.9	282.0	0.0	851.6	1600.0
148.284	148.814	260.2	307.1	0.0	840.2	1600.0
148.831	149.071	233.4	347.2	19.0	794.0	1600.0
149.114	149.344	263.4	367.0	8.0	824.6	1600.0
149.504	149.894	246.3	307.6	0.0	815.6	1600.0
149.903	150.113	215.7	246.1	5.0	782.4	1600.0
150.134	150.234	273.2	289.2	0.0	823.4	1600.0
150.279	150.429	317.0	311.5	0.0	875.0	1600.0
150.459	150.619	191.4	356.3	13.0	716.3	1600.0
150.663	150.923	273.9	395.3	0.0	796.4	1600.0
151.362	151.432	242.8	264.0	0.0	806.8	1600.0
151.49	151.79	227.4	298.4	0.0	779.8	1600.0
151.932	152.022	1237.2	0.0	403.8	918.4	1600.0
152.039	152.489	553.4	0.0	472.0	1042.7	1600.0
152.508	152.588	1350.4	0.0	519.1	1039.0	1600.0
152.601	152.851	501.6	0.0	462.5	970.4	1600.0
152.861	153.001	579.7	0.0	551.2	1017.7	1600.0
153.038	153.208	582.3	0.0	534.7	1039.2	1600.0
