start_time	end_time	Carton	Instructions	Phone	ReservoirUnit	YpsoPod
0.03	0.18	698.7	493.1	0.0	358.2	1600.0
0.296	0.436	715.1	519.4	0.0	383.0	1600.0
0.559	0.979	652.0	441.4	0.0	317.2	1600.0
1.128	1.318	774.7	596.5	0.0	456.1	1600.0
1.397	1.647	733.1	558.8	0.0	420.2	1600.0
1.699	1.779	712.9	526.4	0.0	399.0	1600.0
1.797	2.207	512.0	330.9	0.0	186.2	1600.0
2.375	2.475	1600.0	485.7	0.0	357.0	1600.0
2.496	2.566	1600.0	517.9	0.0	386.9	1600.0
2.666	2.856	1600.0	415.0	0.0	281.0	1600.0
2.918	3.008	1600.0	643.2	0.0	520.0	1600.0
3.095	3.295	1600.0	650.5	0.0	528.1	1600.0
3.466	3.576	1600.0	333.2	0.0	220.1	1600.0
3.595	4.125	574.3	347.9	0.0	234.9	1600.0
4.367	4.537	719.6	557.0	0.0	417.2	1600.0
4.595	4.855	575.3	403.4	0.0	259.0	1600.0
4.874	4.984	646.8	454.9	0.0	322.3	1600.0
5.027	5.437	558.0	223.1	99.3	228.7	1600.0
5.572	5.662	494.6	45.1	285.3	270.0	1600.0
6.116	6.246	591.2	177.1	784.5	625.1	1600.0
6.263	6.443	531.2	63.0	685.6	532.6	1600.0
6.463	6.543	507.0	0.0	600.6	457.6	1600.0
6.554	6.654	465.7	0.0	555.8	407.5	1600.0
6.674	6.794	497.6	0.0	524.0	397.3	1600.0
6.815	7.075	476.9	0.0	492.4	362.7	1600.0
7.093	7.213	441.7	0.0	484.0	334.6	1600.0
7.233	7.303	416.0	0.0	478.0	320.3	1600.0
7.366	7.626	581.0	0.0	544.0	457.4	1600.0
7.633	7.893	510.0	0.0	500.8	388.0	1600.0
7.912	8.112	509.3	0.0	489.6	382.4	1600.0
8.182	8.462	454.1	0.0	450.1	316.8	1600.0
8.485	8.615	420.6	0.0	431.4	287.1	1600.0
8.761	8.981	486.0	0.0	323.2	272.2	1600.0
9.061	9.321	473.2	264.5	39.1	120.8	1600.0
9.345	9.485	1600.0	378.5	0.0	265.2	1600.0
9.541	9.841	1600.0	795.2	70.8	622.1	1600.0
9.862	9.972	807.2	473.0	102.6	434.6	1600.0
10.209	10.419	602.0	24.0	371.5	355.0	1600.0
10.574	10.654	764.7	80.6	811.0	711.9	1600.0
10.742	10.822	755.4	38.6	642.1	603.8	1600.0
10.872	10.952	603.9	0.0	661.8	539.7	1600.0
10.994	11.104	579.7	0.0	645.9	520.7	1600.0
11.14	11.39	478.4	0.0	559.4	406.5	1600.0
11.413	11.523	460.0	0.0	530.1	382.0	1600.0
11.732	11.802	543.5	0.0	477.0	383.1	1600.0
11.84	11.94	482.8	0.0	367.5	280.0	1600.0
12.033	12.363	1600.0	155.2	160.0	81.0	1600.0
12.662	12.832	1600.0	591.1	0.0	428.6	1600.0
12.952	13.092	1600.0	513.0	0.0	368.0	1600.0
13.112	13.192	1600.0	495.3	0.0	350.0	1600.0
13.232	13.462	1600.0	501.8	0.0	352.2	1600.0
13.482	13.742	1600.0	504.3	0.0	336.0	1600.0
13.762	14.022	968.7	485.4	0.0	313.8	1600.0
14.049	14.269	1600.0	447.6	0.0	327.4	1600.0
14.312	14.462	1600.0	452.6	0.0	316.0	1600.0
14.577	14.787	934.7	469.5	0.0	318.8	1600.0
14.829	15.079	1600.0	476.4	0.0	322.0	1600.0
15.181	15.261	1600.0	487.4	0.0	324.2	1600.0
15.279	15.839	1600.0	461.5	0.0	334.4	1600.0
15.858	16.328	931.4	482.8	0.0	340.0	1600.0
16.408	16.888	1600.0	491.2	0.0	338.0	1600.0
16.918	17.628	1600.0	520.2	0.0	396.9	1600.0
17.65	17.76	1600.0	574.0	0.0	454.1	1600.0
17.775	18.105	1600.0	562.0	0.0	433.0	1600.0
18.149	18.269	1600.0	369.7	0.0	210.0	1600.0
18.305	18.655	1600.0	359.6	0.0	241.5	1600.0
18.689	18.849	1600.0	393.2	0.0	192.2	1600.0
19.019	19.149	1600.0	647.3	0.0	512.2	1600.0
19.169	19.379	1600.0	617.3	0.0	485.0	1600.0
19.444	19.674	1600.0	367.5	0.0	216.0	1600.0
19.714	19.804	1600.0	378.2	0.0	230.0	1600.0
19.827	19.957	1600.0	482.6	0.0	343.0	1600.0
19.974	20.114	1600.0	502.2	0.0	365.2	1600.0
20.136	20.256	1600.0	549.2	0.0	368.5	1600.0
20.285	20.385	936.9	353.3	0.0	204.4	1600.0
20.548	20.648	1600.0	392.0	0.0	269.9	1600.0
20.817	21.157	456.7	187.2	115.0	93.0	1600.0
21.217	21.427	604.5	235.0	104.8	252.0	1600.0
21.613	21.703	575.7	0.0	650.1	507.9	1600.0
21.806	22.026	547.9	0.0	464.0	367.2	1600.0
22.047	22.127	511.6	0.0	353.2	288.6	1600.0
22.216	22.316	1600.0	32.6	356.8	158.6	1600.0
22.347	22.447	1600.0	37.0	291.2	219.0	1600.0
22.497	22.587	532.9	0.0	399.7	309.6	1600.0
22.876	23.006	633.6	430.2	0.0	302.0	1600.0
23.023	23.143	651.0	487.3	0.0	331.0	1600.0
23.183	23.293	439.9	344.3	55.5	125.3	1600.0
23.331	23.401	353.7	1600.0	325.5	154.5	1600.0
23.715	23.805	1600.0	1600.0	26.1	382.2	1600.0
23.966	24.056	1600.0	386.4	75.0	129.0	1600.0
24.132	24.382	1600.0	642.7	0.0	494.1	1600.0
24.401	24.511	1600.0	709.0	0.0	569.1	1600.0
24.642	24.722	1600.0	1600.0	0.0	526.0	1600.0
25.041	25.171	1600.0	1600.0	0.0	472.3	1600.0
25.191	25.371	1600.0	1600.0	0.0	476.3	1600.0
25.48	26.29	1600.0	620.9	0.0	463.5	1600.0
26.301	26.541	1600.0	658.9	0.0	520.3	1600.0
26.562	26.692	1600.0	671.9	0.0	532.4	1600.0
26.71	27.559	1600.0	692.0	0.0	549.2	1600.0
27.582	27.882	1600.0	552.8	0.0	408.8	1600.0
27.941	28.121	1600.0	533.7	0.0	401.3	1600.0
28.21	28.36	1600.0	442.3	1.0	305.1	1600.0
